candidate_rank,brand,source_site,source_title,source_price,gross_profit,profit_rate,auto_discovered_brand,source_url,availability_status,mercari_sold_median,mercari_sold_avg,mercari_sample_count,matched_sold_count,estimated_sale_price,platform_fee,estimated_shipping,target_category,model_match,model_signature,sold_model_signature,line_match,material_match,size_match,source_has_size,is_main_item,raw_color_text,primary_color,secondary_colors,detected_colors,color_detected,primary_color_band,secondary_color_bands,detected_color_bands,popularity_color_hint,popularity_color_hint_top1,popularity_color_hint_top2,popularity_color_hints,popularity_color_band_top1,popularity_color_band_top2,popularity_color_bands,color_match,color_alignment,matched_keywords,review_required,sell_speed,popularity_color_top1_count,popularity_color_top1_ratio,popularity_color_top2_count,popularity_color_top2_ratio,popularity_color_top3_count,popularity_color_top3_ratio,note,condition_rank,danger_word
honmei,Pierre Hardy,Rehello by BOOKOFF,PIERRE HARDY 2WAY ハンドバッグ ショルダーバッグ 斜め掛け レディース ピエールアルディ,12210,17460,1.43,False,https://rehello.jp/products/rc_it5w1l9nncni_evdl?variant=43655442301025,available,33800,35407,11,5,33800,3380,750,バッグ,True,,,True,False,False,False,True,rd,red,,red,red,red-pink,,red-pink,red,red,black,"red,black,white",red-pink,black,"red-pink,black,white-beige",True,strong,"hardy,pierre,ショルダーバッグ,ピエールアルディ,レディース,red,斜め掛け",False,medium,11,1.0,8,0.7273,6,0.5455,"類似売り切れ5件ベースで推定 / 売れ筋上位色帯=red-pink,black,white-beige / 商品配色=red-pink / 売れ筋1位色と一致",,
honmei,Pierre Hardy,Yahooショッピング,ピエールアルディ 2WAY ハンドバッグ ショルダーバッグ 斜め掛け レディース PIERRE HARDY 中古,12540,17130,1.366,False,https://store.shopping.yahoo.co.jp/hugall/rc-it5w1l9nncni-4feu.html?sc_i=shopping-pc-web-result-item-rsltlst-title,available,33800,35407,11,5,33800,3380,750,バッグ,True,,,True,False,False,False,True,rd,red,,red,red,red-pink,,red-pink,red,red,black,"red,black,white",red-pink,black,"red-pink,black,white-beige",True,strong,"hardy,pierre,ショルダーバッグ,ピエールアルディ,レディース,red,斜め掛け",False,medium,11,1.0,8,0.7273,6,0.5455,"類似売り切れ5件ベースで推定 / 売れ筋上位色帯=red-pink,black,white-beige / 商品配色=red-pink / 売れ筋1位色と一致",,
hold,BONAVENTURA,ベクトルパーク,ボナベンチュラ BONAVENTURA iphone16 pro Max BACKCOVER バックカバーケース シュリンクレザー アイフォンケース グレー 水色 ライトブルー BWHT16PM /BB,9000,16670,1.8522,False,https://vector-park.jp/item/081-102512270070/,available,11800,19888,9,3,29100,2910,520,バッグ,True,,,True,False,False,True,True,ブルー/wht/wh,blue,white,"blue,white",blue/white,blue-navy,white-beige,"blue-navy,white-beige",beige,beige,unknown,"beige,unknown,unknown",white-beige,unknown,"white-beige,unknown,unknown",False,strong,"bonaventura,ボナベンチュラ",False,medium,4,0.4444,1,0.1111,1,0.1111,"類似売り切れ3件ベースで推定 / 売れ筋上位色帯=white-beige,unknown,unknown / 商品配色=blue-navy,white-beige / 売れ筋1位色帯と一致",,
honmei,Pierre Hardy,Yahooショッピング,ピエールアルディ PIERRE HARDY BAG,13600,16070,1.1816,False,https://store.shopping.yahoo.co.jp/komehyo/241-004-000-6067.html?sc_i=shopping-pc-web-result-item-rsltlst-title,available,33800,35407,11,5,33800,3380,750,バッグ,True,,,True,False,False,False,True,rd,red,,red,red,red-pink,,red-pink,red,red,black,"red,black,white",red-pink,black,"red-pink,black,white-beige",True,strong,"hardy,pierre,ピエールアルディ,red,bag",False,medium,11,1.0,8,0.7273,6,0.5455,"類似売り切れ5件ベースで推定 / 売れ筋上位色帯=red-pink,black,white-beige / 商品配色=red-pink / 売れ筋1位色と一致",,
hold,IACUCCI,Yahooショッピング,「IACUCCI」 2WAYバッグ - ブラック レディース,7900,16002,2.0256,False,https://store.shopping.yahoo.co.jp/zozo/102011051.html?sc_i=shopping-pc-web-result-item-rsltlst-title,available,20140,22397,26,5,27391,2739,750,バッグ,True,,Sorbetto,True,False,False,False,True,ブラック,black,,black,black,black,,black,blue,blue,beige,"blue,beige,black",blue-navy,white-beige,"blue-navy,white-beige,black",True,neutral,"iacucci,2way,レディース,バッグ,black,ブラック",False,fast,4,0.1538,4,0.1538,4,0.1538,"類似売り切れ5件ベースで推定 / 売り切れ候補モデル=Velar / 売り切れ候補モデル=Sorbetto / 売れ筋上位色帯=blue-navy,white-beige,black / 商品配色=black / 人気色不一致だが落ち着いた定番配色",,
hold,BONAVENTURA,楽天市場,公式 バックカバーケース シュリンクレザー 本革 レザー 高級 ブランド BONAVENTURA ボナベンチュラ シュリンクレザー BPCT,14300,14025,0.9808,False,https://item.rakuten.co.jp/bonaventura-shop/bpct15/?scid=seo-carousel-search,available,11800,19888,9,4,32050,3205,520,バッグ,True,,,True,True,False,False,True,,unknown,,,unknown,unknown,,,beige,beige,black,"beige,black,unknown",white-beige,black,"white-beige,black,unknown",False,unknown,"bonaventura,シュリンクレザー,レザー,ボナベンチュラ",False,medium,4,0.4444,1,0.1111,1,0.1111,"類似売り切れ4件ベースで推定 / 売れ筋上位色帯=white-beige,black,unknown / 商品配色=unknown / 色帯一致は弱いが総合評価対象",,
hold,BONAVENTURA,Yahooショッピング,並行輸入品 ボナベンチュラ BONAVENTURA iPhone15 ハンドル付きバックカバーケース Back Cover Case with handle 本革,14999,13326,0.8885,False,https://store.shopping.yahoo.co.jp/glv/bnv-92.html?sc_i=shopping-pc-web-result-item-rsltlst-title,available,11800,19888,9,4,32050,3205,520,バッグ,True,,,True,False,False,False,True,,unknown,,,unknown,unknown,,,beige,beige,black,"beige,black,unknown",white-beige,black,"white-beige,black,unknown",False,unknown,"bonaventura,ボナベンチュラ",False,medium,4,0.4444,1,0.1111,1,0.1111,"類似売り切れ4件ベースで推定 / 売れ筋上位色帯=white-beige,black,unknown / 商品配色=unknown / 色帯一致は弱いが総合評価対象",,
hold,BONAVENTURA,Yahooショッピング,並行輸入品 ボナベンチュラ BONAVENTURA iPhone15 ハンドル付きバックカバーケース Back Cover Case with handle 本革,14999,13326,0.8885,False,https://store.shopping.yahoo.co.jp/lucida-gulliver/bnv-92.html?sc_i=shopping-pc-web-result-item-rsltlst-title,available,11800,19888,9,4,32050,3205,520,バッグ,True,,,True,False,False,False,True,,unknown,,,unknown,unknown,,,beige,beige,black,"beige,black,unknown",white-beige,black,"white-beige,black,unknown",False,unknown,"bonaventura,ボナベンチュラ",False,medium,4,0.4444,1,0.1111,1,0.1111,"類似売り切れ4件ベースで推定 / 売れ筋上位色帯=white-beige,black,unknown / 商品配色=unknown / 色帯一致は弱いが総合評価対象",,
hold,BONAVENTURA,Yahooショッピング,並行輸入品 ボナベンチュラ BONAVENTURA iPhone15 ハンドル付きバックカバーケース Back Cover Case with handle 本革,14999,13326,0.8885,False,https://store.shopping.yahoo.co.jp/peeweebaby-gulliver/bnv-92.html?sc_i=shopping-pc-web-result-item-rsltlst-title,available,11800,19888,9,4,32050,3205,520,バッグ,True,,,True,False,False,False,True,,unknown,,,unknown,unknown,,,beige,beige,black,"beige,black,unknown",white-beige,black,"white-beige,black,unknown",False,unknown,"bonaventura,ボナベンチュラ",False,medium,4,0.4444,1,0.1111,1,0.1111,"類似売り切れ4件ベースで推定 / 売れ筋上位色帯=white-beige,black,unknown / 商品配色=unknown / 色帯一致は弱いが総合評価対象",,
hold,IACUCCI,ベクトルパーク,イアクッチ IACUCCI ハンドバッグ ショルダー 2WAY シボ革 レザー ロゴプレート 緑 グリーン 紫 パープル /XZ ■GY18,10800,13102,1.2131,False,https://vector-park.jp/item/165-502508180001/,available,20140,22397,26,5,27391,2739,750,バッグ,True,,Sorbetto,True,True,False,False,True,緑/グリーン/紫/パープル,green,purple,"green,purple",green/purple,green,purple,"green,purple",brown,brown,unknown,"brown,unknown,unknown",brown,unknown,"brown,unknown,unknown",False,flashy,"gy18,iacucci,2way,イアクッチ,レザー,ショルダー,ハンドバッグ",False,fast,4,0.1538,4,0.1538,4,0.1538,"類似売り切れ5件ベースで推定 / 売り切れ候補モデル=Velar / 売り切れ候補モデル=Sorbetto / 売れ筋上位色帯=brown,unknown,unknown / 商品配色=green,purple / 人気色不一致で派手色主体",,
honmei,IACUCCI,Yahooショッピング,「IACUCCI」 2WAYバッグ - ブラウン レディース,6900,13050,1.8913,False,https://store.shopping.yahoo.co.jp/zozo/102446541.html?sc_i=shopping-pc-web-result-item-rsltlst-title,available,20140,22397,26,5,23000,2300,750,バッグ,True,,Velar,True,False,False,False,True,ブラウン,brown,,brown,brown,brown,,brown,brown,brown,blue,"brown,blue,beige",brown,blue-navy,"brown,blue-navy,white-beige",True,strong,"iacucci,2way,brown,ブラウン,レディース,バッグ",False,fast,4,0.1538,4,0.1538,4,0.1538,"類似売り切れ5件ベースで推定 / 売り切れ候補モデル=Velar / 売り切れ候補モデル=Sorbetto / 売れ筋上位色帯=brown,blue-navy,white-beige / 商品配色=brown / 売れ筋1位色と一致",,
honmei,Pierre Hardy,楽天市場,新着 中古 PIERRE HARDY(ピエールアルディ) ハンドバッグ レッド×黒 レザー,6274,11786,1.8785,False,https://item.rakuten.co.jp/brandear-store/39286570/?variantId=39286570&scid=seo-carousel-search,available,33800,35407,11,5,20900,2090,750,バッグ,True,,,True,True,False,False,True,rd/レッド/黒,red,black,"red,black",red/black,red-pink,black,"red-pink,black",red,red,black,"red,black,white",red-pink,black,"red-pink,black,white-beige",True,strong,"hardy,pierre,ピエールアルディ,レザー,black,red,黒",False,medium,11,1.0,8,0.7273,6,0.5455,"類似売り切れ5件ベースで推定 / 売れ筋上位色帯=red-pink,black,white-beige / 商品配色=red-pink,black / 売れ筋1位色と一致",,
honmei,Pierre Hardy,ベクトルパーク,ピエールアルディ PIERRE HARDY ハラコクラッチバッグ セカンドバッグ 黒 ブラック アイボリー /SR ■SH,6800,11260,1.6559,False,https://vector-park.jp/item/170-402603090295/,available,33800,35407,11,5,20900,2090,750,バッグ,True,,,True,False,False,False,True,rd/黒/ブラック/アイボリー,red,"black,white","red,black,white",red/black/white,red-pink,"black,white-beige","red-pink,black,white-beige",red,red,black,"red,black,white",red-pink,black,"red-pink,black,white-beige",True,strong,"hardy,pierre,ピエールアルディ,black,red,white,ブラック,黒",False,medium,11,1.0,8,0.7273,6,0.5455,"類似売り切れ5件ベースで推定 / 売れ筋上位色帯=red-pink,black,white-beige / 商品配色=red-pink,black,white-beige / 売れ筋1位色と一致",,
honmei,Pierre Hardy,Rehello by BOOKOFF,PIERRE HARDY ショルダーバッグ キューブボックス 斜め掛け レディース ピエールアルディ,21890,10480,0.4788,False,https://rehello.jp/products/rc_ita2c2nhgzjo_lahk?variant=42715536916577,available,33800,35407,11,5,36800,3680,750,バッグ,True,,,True,False,False,False,True,rd,red,,red,red,red-pink,,red-pink,red,red,black,"red,black,white",red-pink,black,"red-pink,black,white-beige",True,strong,"hardy,pierre,ショルダーバッグ,ピエールアルディ,レディース,red,斜め掛け,キューブボックス",False,medium,11,1.0,8,0.7273,6,0.5455,"類似売り切れ5件ベースで推定 / 売れ筋上位色帯=red-pink,black,white-beige / 商品配色=red-pink / 売れ筋1位色と一致",,
